Size,Seq_MergeSort,Seq_QuickSort,MPI_MergeSort,MPI_QuickSort,CUDA_MergeSort,CUDA_QuickSort,Speedup_Merge_CUDA,Speedup_Merge_MPI
1000,0.0040126999956555665,0.002125200000591576,0,0,0.2996056999982102,0.00010110001312568784,0.013393269873301937,0
10000,0.053220899993903004,0.031393700002809055,0,0,0.004775699999299832,6.710000161547214e-05,11.144104529536142,0
100000,0.6605685999966227,0.42556150000018533,0,0,0.028011000002152286,0.0011219000007258728,23.582471170106974,0
1000000,6.984579700001632,5.114801000003354,0,0,0.6199018000042997,0.005864499995368533,11.267235713710116,0
